Date.Time, Value
 07/04/2001  06:06 , 18.5
 07/04/2001  07:06 , 18.0
 07/04/2001  08:06 , 17.5
 07/04/2001  09:06 , 18.0
 07/04/2001  10:06 , 19.5
 07/04/2001  11:06 , 21.5
 07/04/2001  12:06 , 23.5
 07/04/2001  13:06 , 25.5
 07/04/2001  14:06 , 27.0
 07/04/2001  15:06 , 29.0
 07/04/2001  16:06 , 32.5
 07/04/2001  17:06 , 33.0
 07/04/2001  18:06 , 33.5
 07/04/2001  19:06 , 32.5
 07/04/2001  20:06 , 31.5
 07/04/2001  21:06 , 27.5
 07/04/2001  22:06 , 25.5
 07/04/2001  23:06 , 24.5
 07/05/2001  00:06 , 23.5
 07/05/2001  01:06 , 22.0
 07/05/2001  02:06 , 21.0
 07/05/2001  03:06 , 20.0
 07/05/2001  04:06 , 19.5
 07/05/2001  05:06 , 18.5
 07/05/2001  06:06 , 17.5
 07/05/2001  07:06 , 17.0
 07/05/2001  08:06 , 17.5
 07/05/2001  09:06 , 18.5
 07/05/2001  10:06 , 20.5
 07/05/2001  11:06 , 22.5
 07/05/2001  12:06 , 24.0
 07/05/2001  13:06 , 25.5
 07/05/2001  14:06 , 27.0
 07/05/2001  15:06 , 29.0
 07/05/2001  16:06 , 31.0
 07/05/2001  17:06 , 32.5
 07/05/2001  18:06 , 32.0
 07/05/2001  19:06 , 31.0
 07/05/2001  20:06 , 30.0
 07/05/2001  21:06 , 28.5
 07/05/2001  22:06 , 26.5
 07/05/2001  23:06 , 25.5
 07/06/2001  00:06 , 24.0
 07/06/2001  01:06 , 23.0
 07/06/2001  02:06 , 22.5
 07/06/2001  03:06 , 21.5
 07/06/2001  04:06 , 20.5
 07/06/2001  05:06 , 20.0
 07/06/2001  06:06 , 19.5
 07/06/2001  07:06 , 19.0
 07/06/2001  08:06 , 18.5
 07/06/2001  09:06 , 19.0
 07/06/2001  10:06 , 20.5
 07/06/2001  11:06 , 22.5
 07/06/2001  12:06 , 24.5
 07/06/2001  13:06 , 26.5
 07/06/2001  14:06 , 28.5
 07/06/2001  15:06 , 30.5
 07/06/2001  16:06 , 31.5
 07/06/2001  17:06 , 33.0
 07/06/2001  18:06 , 34.0
 07/06/2001  19:06 , 32.5
 07/06/2001  20:06 , 31.5
 07/06/2001  21:06 , 30.0
 07/06/2001  22:06 , 28.5
 07/06/2001  23:06 , 27.0
 07/07/2001  00:06 , 25.0
 07/07/2001  01:06 , 24.0
 07/07/2001  02:06 , 22.5
 07/07/2001  03:06 , 21.5
 07/07/2001  04:06 , 21.0
 07/07/2001  05:06 , 20.0
 07/07/2001  06:06 , 19.5
 07/07/2001  07:06 , 19.0
 07/07/2001  08:06 , 19.0
 07/07/2001  09:06 , 20.5
 07/07/2001  10:06 , 23.0
 07/07/2001  11:06 , 24.5
 07/07/2001  12:06 , 25.5
 07/07/2001  13:06 , 26.5
 07/07/2001  14:06 , 27.5
 07/07/2001  15:06 , 29.0
 07/07/2001  16:06 , 31.0
 07/07/2001  17:06 , 33.0
 07/07/2001  18:06 , 33.5
 07/07/2001  19:06 , 31.0
 07/07/2001  20:06 , 29.5
 07/07/2001  21:06 , 27.5
 07/07/2001  22:06 , 26.5
 07/07/2001  23:06 , 25.0
 07/08/2001  00:06 , 23.5
 07/08/2001  01:06 , 22.0
 07/08/2001  02:06 , 21.0
 07/08/2001  03:06 , 20.0
 07/08/2001  04:06 , 19.0
 07/08/2001  05:06 , 18.5
 07/08/2001  06:06 , 17.5
 07/08/2001  07:06 , 17.0
 07/08/2001  08:06 , 17.0
 07/08/2001  09:06 , 18.5
 07/08/2001  10:06 , 20.5
 07/08/2001  11:06 , 22.0
 07/08/2001  12:06 , 23.5
 07/08/2001  13:06 , 24.5
 07/08/2001  14:06 , 26.0
 07/08/2001  15:06 , 27.5
 07/08/2001  16:06 , 28.5
 07/08/2001  17:06 , 30.0
 07/08/2001  18:06 , 30.0
 07/08/2001  19:06 , 29.0
 07/08/2001  20:06 , 27.5
 07/08/2001  21:06 , 26.0
 07/08/2001  22:06 , 25.0
 07/08/2001  23:06 , 23.5
 07/09/2001  00:06 , 22.5
 07/09/2001  01:06 , 21.5
 07/09/2001  02:06 , 20.5
 07/09/2001  03:06 , 19.5
 07/09/2001  04:06 , 19.0
 07/09/2001  05:06 , 18.0
 07/09/2001  06:06 , 17.0
 07/09/2001  07:06 , 16.5
 07/09/2001  08:06 , 16.0
 07/09/2001  09:06 , 16.5
 07/09/2001  10:06 , 18.5
 07/09/2001  11:06 , 20.5
 07/09/2001  12:06 , 23.0
 07/09/2001  13:06 , 24.5
 07/09/2001  14:06 , 25.5
 07/09/2001  15:06 , 27.0
 07/09/2001  16:06 , 28.5
 07/09/2001  17:06 , 29.5
 07/09/2001  18:06 , 29.5
 07/09/2001  19:06 , 29.5
 07/09/2001  20:06 , 27.5
 07/09/2001  21:06 , 25.5
 07/09/2001  22:06 , 24.0
 07/09/2001  23:06 , 23.0
 07/10/2001  00:06 , 21.5
 07/10/2001  01:06 , 20.5
 07/10/2001  02:06 , 19.5
 07/10/2001  03:06 , 19.0
 07/10/2001  04:06 , 18.0
 07/10/2001  05:06 , 17.5
 07/10/2001  06:06 , 17.0
 07/10/2001  07:06 , 16.5
 07/10/2001  08:06 , 16.0
 07/10/2001  09:06 , 16.5
 07/10/2001  10:06 , 18.0
 07/10/2001  11:06 , 19.5
 07/10/2001  12:06 , 21.5
 07/10/2001  13:06 , 23.5
 07/10/2001  14:06 , 25.0
 07/10/2001  15:06 , 27.0
 07/10/2001  16:06 , 28.0
 07/10/2001  17:06 , 28.5
 07/10/2001  18:06 , 29.5
 07/10/2001  19:06 , 28.0
 07/10/2001  20:06 , 27.5
 07/10/2001  21:06 , 25.5
 07/10/2001  22:06 , 24.5
 07/10/2001  23:06 , 23.0
 07/11/2001  00:06 , 22.0
 07/11/2001  01:06 , 21.0
 07/11/2001  02:06 , 20.0
 07/11/2001  03:06 , 19.0
 07/11/2001  04:06 , 18.5
 07/11/2001  05:06 , 18.0
 07/11/2001  06:06 , 17.5
 07/11/2001  07:06 , 16.5
 07/11/2001  08:06 , 16.5
 07/11/2001  09:06 , 16.5
 07/11/2001  10:06 , 18.0
 07/11/2001  11:06 , 20.0
 07/11/2001  12:06 , 21.5
 07/11/2001  13:06 , 23.0
 07/11/2001  14:06 , 24.5
 07/11/2001  15:06 , 26.0
 07/11/2001  16:06 , 27.5
 07/11/2001  17:06 , 28.5
 07/11/2001  18:06 , 29.0
 07/11/2001  19:06 , 28.0
 07/11/2001  20:06 , 27.0
 07/11/2001  21:06 , 26.0
 07/11/2001  22:06 , 24.5
 07/11/2001  23:06 , 22.5
 07/12/2001  00:06 , 21.5
 07/12/2001  01:06 , 20.5
 07/12/2001  02:06 , 19.5
 07/12/2001  03:06 , 18.5
 07/12/2001  04:06 , 17.5
 07/12/2001  05:06 , 16.5
 07/12/2001  06:06 , 15.5
 07/12/2001  07:06 , 14.5
 07/12/2001  08:06 , 14.5
 07/12/2001  09:06 , 16.0
 07/12/2001  10:06 , 17.5
 07/12/2001  11:06 , 19.5
 07/12/2001  12:06 , 21.0
 07/12/2001  13:06 , 23.0
 07/12/2001  14:06 , 24.5
 07/12/2001  15:06 , 26.5
 07/12/2001  16:06 , 28.0
 07/12/2001  17:06 , 30.0
 07/12/2001  18:06 , 30.5
 07/12/2001  19:06 , 29.5
 07/12/2001  20:06 , 28.0
 07/12/2001  21:06 , 27.0
 07/12/2001  22:06 , 25.5
 07/12/2001  23:06 , 23.5
 07/13/2001  00:06 , 22.5
 07/13/2001  01:06 , 21.0
 07/13/2001  02:06 , 20.0
 07/13/2001  03:06 , 19.0
 07/13/2001  04:06 , 17.5
 07/13/2001  05:06 , 17.0
 07/13/2001  06:06 , 16.0
 07/13/2001  07:06 , 15.0
 07/13/2001  08:06 , 15.0
 07/13/2001  09:06 , 17.0
 07/13/2001  10:06 , 19.0
 07/13/2001  11:06 , 21.0
 07/13/2001  12:06 , 22.5
 07/13/2001  13:06 , 23.5
 07/13/2001  14:06 , 25.0
 07/13/2001  15:06 , 27.5
 07/13/2001  16:06 , 28.5
 07/13/2001  17:06 , 29.0
 07/13/2001  18:06 , 29.5
 07/13/2001  19:06 , 29.0
 07/13/2001  20:06 , 27.0
 07/13/2001  21:06 , 26.0
 07/13/2001  22:06 , 25.0
 07/13/2001  23:06 , 23.5
 07/14/2001  00:06 , 22.0
 07/14/2001  01:06 , 21.0
 07/14/2001  02:06 , 20.0
 07/14/2001  03:06 , 19.0
 07/14/2001  04:06 , 18.0
 07/14/2001  05:06 , 17.0
 07/14/2001  06:06 , 16.0
 07/14/2001  07:06 , 15.0
 07/14/2001  08:06 , 14.5
 07/14/2001  09:06 , 15.0
 07/14/2001  10:06 , 16.0
 07/14/2001  11:06 , 18.0
 07/14/2001  12:06 , 20.5
 07/14/2001  13:06 , 22.0
 07/14/2001  14:06 , 24.0
 07/14/2001  15:06 , 26.0
 07/14/2001  16:06 , 28.0
 07/14/2001  17:06 , 29.0
 07/14/2001  18:06 , 29.5
 07/14/2001  19:06 , 29.0
 07/14/2001  20:06 , 27.5
 07/14/2001  21:06 , 26.0
 07/14/2001  22:06 , 24.5
 07/14/2001  23:06 , 23.5
 07/15/2001  00:06 , 22.0
 07/15/2001  01:06 , 21.0
 07/15/2001  02:06 , 19.5
 07/15/2001  03:06 , 18.5
 07/15/2001  04:06 , 17.5
 07/15/2001  05:06 , 16.5
 07/15/2001  06:06 , 15.0
 07/15/2001  07:06 , 14.0
 07/15/2001  08:06 , 14.0
 07/15/2001  09:06 , 14.5
 07/15/2001  10:06 , 16.5
 07/15/2001  11:06 , 19.0
 07/15/2001  12:06 , 21.0
 07/15/2001  13:06 , 22.0
 07/15/2001  14:06 , 23.5
 07/15/2001  15:06 , 25.0
 07/15/2001  16:06 , 28.0
 07/15/2001  17:06 , 29.0
 07/15/2001  18:06 , 30.0
 07/15/2001  19:06 , 29.0
 07/15/2001  20:06 , 27.5
 07/15/2001  21:06 , 26.0
 07/15/2001  22:06 , 24.5
 07/15/2001  23:06 , 23.0
 07/16/2001  00:06 , 21.5
 07/16/2001  01:06 , 20.5
 07/16/2001  02:06 , 19.0
 07/16/2001  03:06 , 18.0
 07/16/2001  04:06 , 17.0
 07/16/2001  05:06 , 16.5
 07/16/2001  06:06 , 16.0
 07/16/2001  07:06 , 15.0
 07/16/2001  08:06 , 15.0
 07/16/2001  09:06 , 16.0
 07/16/2001  10:06 , 17.5
 07/16/2001  11:06 , 19.5
 07/16/2001  12:06 , 21.0
 07/16/2001  13:06 , 22.5
 07/16/2001  14:06 , 24.0
 07/16/2001  15:06 , 26.0
 07/16/2001  16:06 , 27.5
 07/16/2001  17:06 , 28.5
 07/16/2001  18:06 , 28.5
 07/16/2001  19:06 , 28.0
 07/16/2001  20:06 , 27.5
 07/16/2001  21:06 , 25.5
 07/16/2001  22:06 , 24.0
 07/16/2001  23:06 , 22.5
 07/17/2001  00:06 , 21.5
 07/17/2001  01:06 , 20.5
 07/17/2001  02:06 , 19.5
 07/17/2001  03:06 , 18.5
 07/17/2001  04:06 , 17.5
 07/17/2001  05:06 , 17.0
 07/17/2001  06:06 , 16.5
 07/17/2001  07:06 , 16.0
 07/17/2001  08:06 , 16.0
 07/17/2001  09:06 , 16.5
 07/17/2001  10:06 , 18.0
 07/17/2001  11:06 , 19.5
 07/17/2001  12:06 , 21.5
 07/17/2001  13:06 , 23.0
 07/17/2001  14:06 , 25.5
 07/17/2001  15:06 , 27.5
 07/17/2001  16:06 , 28.5
 07/17/2001  17:06 , 29.5
 07/17/2001  18:06 , 29.5
 07/17/2001  19:06 , 28.5
 07/17/2001  20:06 , 27.5
 07/17/2001  21:06 , 26.0
 07/17/2001  22:06 , 24.5
 07/17/2001  23:06 , 23.0
 07/18/2001  00:06 , 21.0
 07/18/2001  01:06 , 20.5
 07/18/2001  02:06 , 20.0
 07/18/2001  03:06 , 18.5
 07/18/2001  04:06 , 18.0
 07/18/2001  05:06 , 17.5
 07/18/2001  06:06 , 17.0
 07/18/2001  07:06 , 17.0
 07/18/2001  08:06 , 17.0
 07/18/2001  09:06 , 18.5
 07/18/2001  10:06 , 20.0
 07/18/2001  11:06 , 22.0
 07/18/2001  12:06 , 24.5
 07/18/2001  13:06 , 25.5
 07/18/2001  14:06 , 26.5
 07/18/2001  15:06 , 27.0
 07/18/2001  16:06 , 28.0
 07/18/2001  17:06 , 29.0
 07/18/2001  18:06 , 30.0
 07/18/2001  19:06 , 29.0
 07/18/2001  20:06 , 28.0
 07/18/2001  21:06 , 27.0
 07/18/2001  22:06 , 26.0
 07/18/2001  23:06 , 24.5
 07/19/2001  00:06 , 23.5
 07/19/2001  01:06 , 22.5
 07/19/2001  02:06 , 21.0
 07/19/2001  03:06 , 20.0
 07/19/2001  04:06 , 19.5
 07/19/2001  05:06 , 18.5
 07/19/2001  06:06 , 18.0
 07/19/2001  07:06 , 17.5
 07/19/2001  08:06 , 17.0
 07/19/2001  09:06 , 17.5
 07/19/2001  10:06 , 18.5
 07/19/2001  11:06 , 20.5
 07/19/2001  12:06 , 22.5
 07/19/2001  13:06 , 24.0
 07/19/2001  14:06 , 26.0
 07/19/2001  15:06 , 27.5
 07/19/2001  16:06 , 29.5
 07/19/2001  17:06 , 31.0
 07/19/2001  18:06 , 31.0
 07/19/2001  19:06 , 29.5
 07/19/2001  20:06 , 28.0
 07/19/2001  21:06 , 26.5
 07/19/2001  22:06 , 25.0
 07/19/2001  23:06 , 23.5
 07/20/2001  00:06 , 22.0
 07/20/2001  01:06 , 21.0
 07/20/2001  02:06 , 20.0
 07/20/2001  03:06 , 19.0
 07/20/2001  04:06 , 18.0
 07/20/2001  05:06 , 17.5
 07/20/2001  06:06 , 17.0
 07/20/2001  07:06 , 16.5
 07/20/2001  08:06 , 16.5
 07/20/2001  09:06 , 16.5
 07/20/2001  10:06 , 17.5
 07/20/2001  11:06 , 19.0
 07/20/2001  12:06 , 21.0
 07/20/2001  13:06 , 23.0
 07/20/2001  14:06 , 25.5
 07/20/2001  15:06 , 27.5
 07/20/2001  16:06 , 30.0
 07/20/2001  17:06 , 31.5
 07/20/2001  18:06 , 31.5
 07/20/2001  19:06 , 30.5
 07/20/2001  20:06 , 29.0
 07/20/2001  21:06 , 27.0
 07/20/2001  22:06 , 25.0
 07/20/2001  23:06 , 23.0
 07/21/2001  00:06 , 22.0
 07/21/2001  01:06 , 21.0
 07/21/2001  02:06 , 20.0
 07/21/2001  03:06 , 19.5
 07/21/2001  04:06 , 18.5
 07/21/2001  05:06 , 17.5
 07/21/2001  06:06 , 16.5
 07/21/2001  07:06 , 16.0
 07/21/2001  08:06 , 15.5
 07/21/2001  09:06 , 16.0
 07/21/2001  10:06 , 17.5
 07/21/2001  11:06 , 19.5
 07/21/2001  12:06 , 21.5
 07/21/2001  13:06 , 23.5
 07/21/2001  14:06 , 25.0
 07/21/2001  15:06 , 27.0
 07/21/2001  16:06 , 29.0
 07/21/2001  17:06 , 30.0
 07/21/2001  18:06 , 31.5
 07/21/2001  19:06 , 30.5
 07/21/2001  20:06 , 29.0
 07/21/2001  21:06 , 27.5
 07/21/2001  22:06 , 26.0
 07/21/2001  23:06 , 24.5
 07/22/2001  00:06 , 23.0
 07/22/2001  01:06 , 22.0
 07/22/2001  02:06 , 21.5
 07/22/2001  03:06 , 20.5
 07/22/2001  04:06 , 20.0
 07/22/2001  05:06 , 19.0
 07/22/2001  06:06 , 18.0
 07/22/2001  07:06 , 17.0
 07/22/2001  08:06 , 17.5
 07/22/2001  09:06 , 19.5
 07/22/2001  10:06 , 21.0
 07/22/2001  11:06 , 23.0
 07/22/2001  12:06 , 24.5
 07/22/2001  13:06 , 25.5
 07/22/2001  14:06 , 27.0
 07/22/2001  15:06 , 28.5
 07/22/2001  16:06 , 29.5
 07/22/2001  17:06 , 30.5
 07/22/2001  18:06 , 32.0
 07/22/2001  19:06 , 31.5
 07/22/2001  20:06 , 30.5
 07/22/2001  21:06 , 29.0
 07/22/2001  22:06 , 27.5
 07/22/2001  23:06 , 26.0
 07/23/2001  00:06 , 25.0
 07/23/2001  01:06 , 23.5
 07/23/2001  02:06 , 22.0
 07/23/2001  03:06 , 21.0
 07/23/2001  04:06 , 20.5
 07/23/2001  05:06 , 19.5
 07/23/2001  06:06 , 18.5
 07/23/2001  07:06 , 18.0
 07/23/2001  08:06 , 17.5
 07/23/2001  09:06 , 17.5
 07/23/2001  10:06 , 18.5
 07/23/2001  11:06 , 20.0
 07/23/2001  12:06 , 22.0
 07/23/2001  13:06 , 24.0
 07/23/2001  14:06 , 26.0
 07/23/2001  15:06 , 28.5
 07/23/2001  16:06 , 30.0
 07/23/2001  17:06 , 31.0
 07/23/2001  18:06 , 31.0
 07/23/2001  19:06 , 30.5
 07/23/2001  20:06 , 29.0
 07/23/2001  21:06 , 27.0
 07/23/2001  22:06 , 25.5
 07/23/2001  23:06 , 24.0
 07/24/2001  00:06 , 23.0
 07/24/2001  01:06 , 22.0
 07/24/2001  02:06 , 21.5
 07/24/2001  03:06 , 21.0
 07/24/2001  04:06 , 20.5
 07/24/2001  05:06 , 20.0
 07/24/2001  06:06 , 19.0
 07/24/2001  07:06 , 19.0
 07/24/2001  08:06 , 18.5
 07/24/2001  09:06 , 19.0
 07/24/2001  10:06 , 20.0
 07/24/2001  11:06 , 21.0
 07/24/2001  12:06 , 23.0
 07/24/2001  13:06 , 24.5
 07/24/2001  14:06 , 26.0
 07/24/2001  15:06 , 27.5
 07/24/2001  16:06 , 28.5
 07/24/2001  17:06 , 29.0
 07/24/2001  18:06 , 29.5
 07/24/2001  19:06 , 28.5
 07/24/2001  20:06 , 27.0
 07/24/2001  21:06 , 26.0
 07/24/2001  22:06 , 25.5
 07/24/2001  23:06 , 24.5
 07/25/2001  00:06 , 23.5
 07/25/2001  01:06 , 22.5
 07/25/2001  02:06 , 21.0
 07/25/2001  03:06 , 20.5
 07/25/2001  04:06 , 19.5
 07/25/2001  05:06 , 19.0
 07/25/2001  06:06 , 18.5
 07/25/2001  07:06 , 17.5
 07/25/2001  08:06 , 17.5
 07/25/2001  09:06 , 19.0
 07/25/2001  10:06 , 20.5
 07/25/2001  11:06 , 22.5
 07/25/2001  12:06 , 24.0
 07/25/2001  13:06 , 25.0
 07/25/2001  14:06 , 26.0
 07/25/2001  15:06 , 28.0
 07/25/2001  16:06 , 29.0
 07/25/2001  17:06 , 29.5
 07/25/2001  18:06 , 29.5
 07/25/2001  19:06 , 28.5
 07/25/2001  20:06 , 26.5
 07/25/2001  21:06 , 25.5
 07/25/2001  22:06 , 24.0
 07/25/2001  23:06 , 22.5
 07/26/2001  00:06 , 21.5
 07/26/2001  01:06 , 20.5
 07/26/2001  02:06 , 19.5
 07/26/2001  03:06 , 19.0
 07/26/2001  04:06 , 18.0
 07/26/2001  05:06 , 17.5
 07/26/2001  06:06 , 17.5
 07/26/2001  07:06 , 17.0
 07/26/2001  08:06 , 16.5
 07/26/2001  09:06 , 17.5
 07/26/2001  10:06 , 18.5
 07/26/2001  11:06 , 20.5
 07/26/2001  12:06 , 22.0
 07/26/2001  13:06 , 23.5
 07/26/2001  14:06 , 25.0
 07/26/2001  15:06 , 27.0
 07/26/2001  16:06 , 28.5
 07/26/2001  17:06 , 29.5
 07/26/2001  18:06 , 29.0
 07/26/2001  19:06 , 28.0
 07/26/2001  20:06 , 27.0
 07/26/2001  21:06 , 25.5
 07/26/2001  22:06 , 24.5
 07/26/2001  23:06 , 23.5
 07/27/2001  00:06 , 21.5
 07/27/2001  01:06 , 21.0
 07/27/2001  02:06 , 20.0
 07/27/2001  03:06 , 19.5
 07/27/2001  04:06 , 18.5
 07/27/2001  05:06 , 18.0
 07/27/2001  06:06 , 17.5
 07/27/2001  07:06 , 17.0
 07/27/2001  08:06 , 17.0
 07/27/2001  09:06 , 18.0
 07/27/2001  10:06 , 19.5
 07/27/2001  11:06 , 21.0
 07/27/2001  12:06 , 23.0
 07/27/2001  13:06 , 24.5
 07/27/2001  14:06 , 26.5
 07/27/2001  15:06 , 28.5
 07/27/2001  16:06 , 30.0
 07/27/2001  17:06 , 31.5
 07/27/2001  18:06 , 31.0
 07/27/2001  19:06 , 30.0
 07/27/2001  20:06 , 28.5
 07/27/2001  21:06 , 27.5
 07/27/2001  22:06 , 25.5
 07/27/2001  23:06 , 24.0
 07/28/2001  00:06 , 23.5
 07/28/2001  01:06 , 23.0
 07/28/2001  02:06 , 22.0
 07/28/2001  03:06 , 21.5
 07/28/2001  04:06 , 21.0
 07/28/2001  05:06 , 20.5
 07/28/2001  06:06 , 20.0
 07/28/2001  07:06 , 19.5
 07/28/2001  08:06 , 19.5
 07/28/2001  09:06 , 20.0
 07/28/2001  10:06 , 21.0
 07/28/2001  11:06 , 22.5
 07/28/2001  12:06 , 24.0
 07/28/2001  13:06 , 26.5
 07/28/2001  14:06 , 27.5
 07/28/2001  15:06 , 28.5
 07/28/2001  16:06 , 29.5
 07/28/2001  17:06 , 30.0
 07/28/2001  18:06 , 31.0
 07/28/2001  19:06 , 30.5
 07/28/2001  20:06 , 29.0
 07/28/2001  21:06 , 27.0
 07/28/2001  22:06 , 26.0
 07/28/2001  23:06 , 25.0
 07/29/2001  00:06 , 24.0
 07/29/2001  01:06 , 22.5
 07/29/2001  02:06 , 22.0
 07/29/2001  03:06 , 21.0
 07/29/2001  04:06 , 20.5
 07/29/2001  05:06 , 19.5
 07/29/2001  06:06 , 19.0
 07/29/2001  07:06 , 18.5
 07/29/2001  08:06 , 19.0
 07/29/2001  09:06 , 20.0
 07/29/2001  10:06 , 21.0
 07/29/2001  11:06 , 23.0
 07/29/2001  12:06 , 24.5
 07/29/2001  13:06 , 26.0
 07/29/2001  14:06 , 27.5
 07/29/2001  15:06 , 29.5
 07/29/2001  16:06 , 30.0
 07/29/2001  17:06 , 31.0
 07/29/2001  18:06 , 32.5
 07/29/2001  19:06 , 31.5
 07/29/2001  20:06 , 33.0
 07/29/2001  21:06 , 29.5
 07/29/2001  22:06 , 27.5
 07/29/2001  23:06 , 25.5
 07/30/2001  00:06 , 24.0
 07/30/2001  01:06 , 23.5
 07/30/2001  02:06 , 23.0
 07/30/2001  03:06 , 22.0
 07/30/2001  04:06 , 21.0
 07/30/2001  05:06 , 20.0
 07/30/2001  06:06 , 19.5
 07/30/2001  07:06 , 18.5
 07/30/2001  08:06 , 19.5
 07/30/2001  09:06 , 21.0
 07/30/2001  10:06 , 22.5
 07/30/2001  11:06 , 24.5
 07/30/2001  12:06 , 26.0
 07/30/2001  13:06 , 27.0
 07/30/2001  14:06 , 28.5
 07/30/2001  15:06 , 29.5
 07/30/2001  16:06 , 30.5
 07/30/2001  17:06 , 31.5
 07/30/2001  18:06 , 32.5
 07/30/2001  19:06 , 32.0
 07/30/2001  20:06 , 31.0
 07/30/2001  21:06 , 28.5
 07/30/2001  22:06 , 26.0
 07/30/2001  23:06 , 24.5
 07/31/2001  00:06 , 23.5
 07/31/2001  01:06 , 22.0
 07/31/2001  02:06 , 21.0
 07/31/2001  03:06 , 21.0
 07/31/2001  04:06 , 20.5
 07/31/2001  05:06 , 20.0
 07/31/2001  06:06 , 19.5
 07/31/2001  07:06 , 19.0
 07/31/2001  08:06 , 20.0
 07/31/2001  09:06 , 21.5
 07/31/2001  10:06 , 23.5
 07/31/2001  11:06 , 25.0
 07/31/2001  12:06 , 26.5
 07/31/2001  13:06 , 27.5
 07/31/2001  14:06 , 29.0
 07/31/2001  15:06 , 30.5
 07/31/2001  16:06 , 32.5
 07/31/2001  17:06 , 33.5
 07/31/2001  18:06 , 35.0
 07/31/2001  19:06 , 34.0
 07/31/2001  20:06 , 33.0
 07/31/2001  21:06 , 31.5
 07/31/2001  22:06 , 30.0
 07/31/2001  23:06 , 28.5
 08/01/2001  00:06 , 27.0
 08/01/2001  01:06 , 25.5
 08/01/2001  02:06 , 25.0
 08/01/2001  03:06 , 24.5
 08/01/2001  04:06 , 23.5
 08/01/2001  05:06 , 23.0
 08/01/2001  06:06 , 22.5
 08/01/2001  07:06 , 22.0
 08/01/2001  08:06 , 22.0
 08/01/2001  09:06 , 23.0
 08/01/2001  10:06 , 23.5
 08/01/2001  11:06 , 24.5
 08/01/2001  12:06 , 25.5
 08/01/2001  13:06 , 26.0
 08/01/2001  14:06 , 27.0
 08/01/2001  15:06 , 28.0
 08/01/2001  16:06 , 29.0
 08/01/2001  17:06 , 30.0